,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
584,151522061,11/21/2015,11/21/2015,300,,N Hollywood,1566,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0444 0448 0416,21.0,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,,,,10800    BLOOMFIELD                   ST,,"(34.1493, -118.3652)"
585,151522062,11/21/2015,11/16/2015,2200,,N Hollywood,1569,330,BURGLARY FROM VEHICLE,0385 0344,30.0,F,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,4400    AUCKLAND                     AV,,"(34.1504, -118.3604)"
586,151522063,11/21/2015,11/20/2015,1910,,N Hollywood,1521,210,ROBBERY,1309 0337 0344 1300 0432,29.0,M,W,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,210.0,,,,WOODBRIDGE                   ST,SAINT CLAIR                  AV,"(34.198, -118.4216)"
587,151522064,11/21/2015,11/20/2015,1500,,N Hollywood,1566,330,BURGLARY FROM VEHICLE,0344 1609 1307,58.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,11100    RIVERSIDE                    DR,,"(34.1524, -118.3728)"
588,151522065,11/21/2015,11/17/2015,700,,N Hollywood,1555,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,39.0,M,O,123.0,PARKING UNDERGROUND/BUILDING,,,AA,Adult Arrest,331.0,,,,11200    PEACH GROVE                  ST,,"(34.1591, -118.3745)"
589,151522066,11/21/2015,11/19/2015,1315,,N Hollywood,1585,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,33.0,M,H,503.0,HOTEL,,,IC,Invest Cont,740.0,,,,4200    VINELAND                     AV,,"(34.145, -118.3703)"
590,151522068,11/21/2015,11/20/2015,30,,N Hollywood,1599,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,27.0,M,B,503.0,HOTEL,,,IC,Invest Cont,745.0,,,,3200    CAHUENGA BL,,"(34.1284, -118.3472)"
591,151522069,11/21/2015,11/21/2015,250,,N Hollywood,1566,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,30.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,10800    BLOOMFIELD                   ST,,"(34.1493, -118.3652)"
592,151522070,11/21/2015,11/19/2015,700,,N Hollywood,1548,624,BATTERY - SIMPLE ASSAULT,0444,58.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,5200    HORMONY                      AV,,"(34.1667, -118.3702)"
593,151522071,11/21/2015,11/16/2015,1200,,N Hollywood,1545,354,THEFT OF IDENTITY,1822 0928,24.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,11800    MAGNOLIA                     BL,,"(34.1649, -118.3899)"
594,151522072,11/21/2015,11/21/2015,1210,,N Hollywood,1538,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0561 1414 0913 1202 0602 0408 1402,66.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230.0,998.0,,,5600    KLUMP                        AV,,"(34.1722, -118.3752)"
595,151522073,11/21/2015,11/21/2015,245,,N Hollywood,1547,624,BATTERY - SIMPLE ASSAULT,0416,26.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,11400    ALBERS                       ST,,"(34.1705, -118.379)"
596,151522074,11/21/2015,11/21/2015,435,,N Hollywood,1589,928,THREATENING PHONE CALLS/LETTERS,0421,39.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,928.0,,,,3600    BARHAM                       BL,,"(34.1362, -118.342)"
597,151522077,11/21/2015,11/21/2015,1710,,N Hollywood,1517,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,45.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,6600    ELMER                        AV,,"(34.1903, -118.3768)"
598,151522078,11/21/2015,11/19/2015,1130,,N Hollywood,1548,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1822 0447 0416,27.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230.0,,,,11000    MAGNOLIA                     BL,,"(34.1667, -118.3702)"
599,151522079,11/21/2015,09/10/2015,1144,,N Hollywood,1531,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,43.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,12700    HATTERAS                     ST,,"(34.1758, -118.4094)"
600,151522080,11/21/2015,11/20/2015,2230,,N Hollywood,1545,330,BURGLARY FROM VEHICLE,0344 1602,29.0,F,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,5400    COLFAX                       AV,,"(34.1649, -118.3921)"
601,151522084,11/21/2015,11/12/2015,1700,,N Hollywood,1517,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0421 0334,43.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,230.0,,,,6600    ELMER                        AV,,"(34.1903, -118.3768)"
602,151522085,11/21/2015,11/13/2015,1200,,N Hollywood,1595,354,THEFT OF IDENTITY,1822,37.0,M,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,354.0,,,,3800    BUENA PARK                   DR,,"(34.1389, -118.3881)"
603,151522086,11/21/2015,11/21/2015,750,,N Hollywood,1503,860,BATTERY WITH SEXUAL CONTACT,1822 1309 0416 0913 0500,56.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,6800    VANTAGE                      AV,,"(34.194, -118.3976)"
604,151522087,11/21/2015,11/21/2015,1700,,N Hollywood,1591,624,BATTERY - SIMPLE ASSAULT,0917 0416,27.0,M,W,406.0,OTHER STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,12500    VENTURA                      BL,,"(34.1427, -118.4052)"
605,151522088,11/22/2015,11/21/2015,2315,,N Hollywood,1595,624,BATTERY - SIMPLE ASSAULT,0400,49.0,M,W,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,11700    VENTURA                      BL,,"(34.1413, -118.3877)"
606,151522089,11/21/2015,11/16/2015,1130,,N Hollywood,1535,310,BURGLARY,0321 0344 1607 0352,40.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,5900    LEMP                         AV,,"(34.1776, -118.3844)"
607,151522090,11/21/2015,11/21/2015,1800,,N Hollywood,1523,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,26.0,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,745.0,,,,6000    WHITSETT                     AV,,"(34.1849, -118.4095)"
608,151522091,11/22/2015,11/21/2015,1930,,N Hollywood,1555,510,VEHICLE - STOLEN,,0.0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,11200    HUSTON                       ST,,"(34.16, -118.3746)"
609,101310608,04/10/2010,04/09/2010,2100,13.0,Newton,1341,350,"THEFT, PERSON",0344,51.0,F,W,710.0,OTHER PREMISE,,,IC,Invest Cont,350.0,,,,3800 S  BROADWAY,,"(34.0141, -118.277)"
610,151522092,11/22/2015,11/21/2015,1930,,N Hollywood,1555,510,VEHICLE - STOLEN,,0.0,,,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510.0,,,,11200    HUSTON                       ST,,"(34.16, -118.3746)"
611,151522093,12/01/2015,11/05/2015,1900,,N Hollywood,1525,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448,26.0,F,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,VICTORY                      BL,LANKERSHIM                   BL,"(34.1867, -118.3888)"
612,151522094,11/22/2015,11/21/2015,2350,,N Hollywood,1509,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,26.0,F,W,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,7300    RIVERTON                     AV,,"(34.2032, -118.3659)"
613,151522095,11/21/2015,11/21/2015,1300,,N Hollywood,1585,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,32.0,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,10900    BLUFFSIDE                    DR,,"(34.1414, -118.3686)"
614,101324651,11/08/2010,11/06/2010,1800,13.0,Newton,1333,330,BURGLARY FROM VEHICLE,0344 1251,23.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,30TH,W  SAN PEDRO,"(34.0184, -118.2633)"
615,151522097,11/21/2015,11/21/2015,1300,,N Hollywood,1527,888,TRESPASSING,0913,65.0,M,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,888.0,,,,6300    KLUMP                        AV,,"(34.1849, -118.3757)"
616,151522099,11/22/2015,11/22/2015,200,,N Hollywood,1596,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,35.0,F,A,505.0,MOTEL,,,IC,Invest Cont,440.0,,,,10600    VENTURA                      BL,,"(34.1372, -118.3633)"
617,151522100,11/21/2015,11/20/2015,1900,,N Hollywood,1591,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,46.0,M,O,723.0,PRIVATE SCHOOL/PRESCHOOL,,,IC,Invest Cont,440.0,,,,3700    COLDWATER CANYON             AV,,"(34.1392, -118.4135)"
618,151522101,11/19/2015,11/19/2015,1223,,N Hollywood,1557,330,BURGLARY FROM VEHICLE,0344,0.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,5000 E  CAHUENGA                     BL,,"(34.1594, -118.3657)"
619,151522102,11/21/2015,11/20/2015,1800,,N Hollywood,1562,310,BURGLARY,0352 1601 0344 0321,29.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,12700    HORTENSE                     ST,,"(34.1549, -118.4094)"
620,151522103,11/21/2015,09/11/2015,1800,,N Hollywood,1524,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,21.0,M,W,404.0,DEPARTMENT STORE,,,IC,Invest Cont,440.0,,,,12100    VICTORY                      BL,,"(34.1867, -118.3965)"
621,151522104,11/21/2015,11/21/2015,1515,,N Hollywood,1596,310,BURGLARY,0344 1606 0321 0352,58.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,3700    LANKERSHIM                   BL,,"(34.1339, -118.3744)"
622,151522105,11/22/2015,11/21/2015,2100,,N Hollywood,1547,330,BURGLARY FROM VEHICLE,0344 0321 1605,44.0,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,11600    KILLION                      ST,,"(34.1713, -118.3846)"
623,151522106,11/22/2015,11/10/2015,1050,,N Hollywood,1522,330,BURGLARY FROM VEHICLE,0344 1307 1609,30.0,F,B,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,13000    SHERMAN                      WY,,"(34.2012, -118.416)"
624,151522107,11/22/2015,11/22/2015,210,,N Hollywood,1519,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400,20.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,6700    RIVERTON                     AV,,"(34.1922, -118.3659)"
625,151522108,11/22/2015,11/22/2015,445,,N Hollywood,1557,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0421,33.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,10800    MAGNOLIA                     BL,,"(34.1649, -118.3659)"
626,151522109,11/21/2015,11/21/2015,1110,,N Hollywood,1548,624,BATTERY - SIMPLE ASSAULT,0400,46.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,LANKERSHIM                   BL,CHANDLER                     BL,"(34.1681, -118.3765)"
627,151522110,11/22/2015,11/21/2015,2000,,N Hollywood,1535,330,BURGLARY FROM VEHICLE,1302 0344 0321,27.0,F,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,11500    BURBANK                      BL,,"(34.1758, -118.3834)"
628,151522112,11/22/2015,11/22/2015,950,,N Hollywood,1545,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,0344,28.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,421.0,,,,12000    ALBERS                       ST,,"(34.1704, -118.3943)"
629,101322854,10/11/2010,09/29/2010,1500,13.0,Newton,1377,330,BURGLARY FROM VEHICLE,0344,47.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,55TH,HOLMES,"(33.993, -118.2411)"
630,101405682,01/27/2010,01/26/2010,2300,14.0,Pacific,1435,330,BURGLARY FROM VEHICLE,0344,30.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,CHARNOCK,FEDERAL,"(34.012, -118.4284)"
631,151522113,11/21/2015,11/19/2015,1800,,N Hollywood,1545,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,29.0,M,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,11900    RIVERSIDE                    DR,,"(34.1649, -118.3921)"
632,151522119,11/22/2015,11/22/2015,930,,N Hollywood,1591,510,VEHICLE - STOLEN,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,12800    VENTURA                      BL,,"(34.1448, -118.4117)"
633,101518804,09/02/2010,08/31/2010,2200,15.0,N Hollywood,1553,330,BURGLARY FROM VEHICLE,0344 1605,24.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,KLING,BEN,"(34.1558, -118.3943)"
634,151522127,11/22/2015,11/21/2015,1100,,N Hollywood,1529,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10600    FRIAR                        ST,,"(34.1858, -118.3627)"
635,151522129,11/13/2015,11/13/2015,520,,N Hollywood,1523,320,"BURGLARY, ATTEMPTED",1822 1501,36.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,320.0,,,,12500    OXNARD                       ST,,"(34.1849, -118.4095)"
636,151522130,11/22/2015,11/21/2015,1600,,N Hollywood,1523,330,BURGLARY FROM VEHICLE,1609 0344,40.0,M,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,6500    GOODLAND                     AV,,"(34.1885, -118.4118)"
637,151522131,11/22/2015,11/21/2015,2130,,N Hollywood,1567,330,BURGLARY FROM VEHICLE,1602 0344,38.0,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,10600    MOORPARK                     ST,,"(34.1504, -118.3615)"
638,151522133,11/22/2015,11/21/2015,930,,N Hollywood,1563,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,49.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,4500    KRAFT                        AV,,"(34.1522, -118.3801)"
639,151522134,11/22/2015,11/20/2015,1500,,N Hollywood,1543,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,53.0,M,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,420.0,,,,5200    BELLINGHAM                   AV,,"(34.1649, -118.3992)"
640,151522135,11/22/2015,11/20/2015,2200,,N Hollywood,1545,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,45.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,CHANDLER                     BL,COLFAX                       AV,"(34.1687, -118.3877)"
641,151522136,11/22/2015,11/21/2015,1900,,N Hollywood,1506,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,44.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,7300    TUJUNGA                      AV,,"(34.203, -118.379)"
642,151522137,11/22/2015,11/22/2015,1400,,N Hollywood,1514,624,BATTERY - SIMPLE ASSAULT,0444 0448,23.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,6800    BEN                          AV,,"(34.194, -118.3943)"
643,151522138,11/22/2015,11/22/2015,2030,,N Hollywood,1546,624,BATTERY - SIMPLE ASSAULT,0416,32.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,4800    IRVINE                       AV,,"(34.1577, -118.3855)"
644,151522139,11/22/2015,11/21/2015,1900,,N Hollywood,1535,354,THEFT OF IDENTITY,1822,35.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5600    IRVINE                       AV,,"(34.1722, -118.3855)"
645,151522140,11/22/2015,11/08/2015,1200,,N Hollywood,1549,354,THEFT OF IDENTITY,0928 1822,43.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5400    FAIR                         AV,,"(34.1685, -118.3743)"
646,151522143,11/23/2015,11/22/2015,2200,,N Hollywood,1513,510,VEHICLE - STOLEN,,0.0,,,108.0,PARKING LOT,,,AA,Adult Arrest,510.0,,,,12500    VANOWEN                      ST,,"(34.194, -118.4052)"
647,151522145,11/22/2015,11/21/2015,2030,,N Hollywood,1569,330,BURGLARY FROM VEHICLE,0344 1602,23.0,M,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,CAHUENGA,MOORPARK,"(34.1504, -118.3615)"
648,151522147,11/22/2015,11/21/2015,1730,,N Hollywood,1596,310,BURGLARY,,77.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,11200    SUNSHINE,,"(34.14, -118.3738)"
649,151522149,11/19/2015,11/19/2015,330,,N Hollywood,1581,886,DISTURBING THE PEACE,1501,34.0,F,B,727.0,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,886.0,,,,LAUREL CANYON                BL,VENTURA                      BL,"(34.1478, -118.4071)"
650,151522150,11/23/2015,11/23/2015,430,,N Hollywood,1506,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7500    VINELAND                     AV,,"(34.2027, -118.3745)"
651,151522151,11/23/2015,11/23/2015,820,,N Hollywood,1599,888,TRESPASSING,1601,57.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,,,,7300    PACIFIC VIEW                 DR,,"(34.1208, -118.3513)"
652,102019003,08/21/2010,08/21/2010,1340,20.0,Olympic,2022,480,BIKE - STOLEN,0202 0344,30.0,M,A,102.0,SIDEWALK,,,IC,Invest Cont,480.0,,,,WESTERN,WILSHIRE,"(34.0617, -118.3091)"
653,151522152,11/23/2015,11/23/2015,810,,N Hollywood,1599,946,OTHER MISCELLANEOUS CRIME,,50.0,M,W,101.0,STREET,,,IC,Invest Cont,946.0,,,,7100    MACAPA                       DR,,"(34.1186, -118.3452)"
654,151522153,11/23/2015,11/21/2015,2100,,N Hollywood,1505,624,BATTERY - SIMPLE ASSAULT,0416 0419,37.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,CAMELLIA                     ST,SHERMAN                      WY,"(34.2012, -118.3823)"
655,151522154,11/23/2015,11/21/2015,2100,,N Hollywood,1505,624,BATTERY - SIMPLE ASSAULT,0419,26.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,CAMELLIA                     ST,SHERMAN                      WY,"(34.2012, -118.3823)"
656,101423125,10/12/2010,10/11/2010,2030,14.0,Pacific,1416,330,BURGLARY FROM VEHICLE,1307,19.0,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,ROSEWOOD,PALMS,"(34.0052, -118.4478)"
657,151522155,11/23/2015,11/23/2015,830,,N Hollywood,1555,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,20.0,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,11100    MORRISON                     ST,,"(34.1608, -118.3721)"
658,151522157,11/23/2015,11/23/2015,1138,,N Hollywood,1522,510,VEHICLE - STOLEN,,0.0,,,108.0,PARKING LOT,,,AA,Adult Arrest,510.0,,,,12900    VICTORY                      BL,,"(34.1936, -118.4166)"
659,151522158,11/23/2015,10/16/2015,900,,N Hollywood,1549,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0.0,,,203.0,OTHER BUSINESS,,,IC,Invest Cont,668.0,,,,5400    LANKERSHIM                   BL,,"(34.1689, -118.377)"
660,151522159,11/23/2015,11/23/2015,730,,N Hollywood,1599,310,BURGLARY,0398 0321 1607 1420 1402 0344,78.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,998.0,,,7100    MACAPA                       DR,,"(34.1186, -118.3452)"
661,151522160,11/23/2015,11/23/2015,900,,N Hollywood,1539,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1813 0416 0419 0408 2000,20.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,,,,5900    WHITNALL                     HY,,"(34.1783, -118.364)"
662,151522161,11/23/2015,11/23/2015,1145,,N Hollywood,1523,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,VICTORY                      BL,COLDWATER CANYON,"(34.1867, -118.4137)"
663,151522162,11/23/2015,11/22/2015,1730,,N Hollywood,1543,310,BURGLARY,1275 1601 1414 0344,69.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,5500    RHODES                       AV,,"(34.1703, -118.4031)"
664,151522190,11/23/2015,11/08/2015,1000,,N Hollywood,1502,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,13.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,12800    COVELLO                      ST,,"(34.2079, -118.4121)"
665,151522191,11/23/2015,11/06/2015,1200,,N Hollywood,1541,354,THEFT OF IDENTITY,1822,29.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5300    ALCOVE                       AV,,"(34.1671, -118.4123)"
666,151522194,11/23/2015,02/18/2015,900,,N Hollywood,1504,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,21.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,RUNNYMEDE                    AV,LANKERSHIM                   BL,"(34.2058, -118.3878)"
667,101913444,05/19/2010,05/17/2010,1645,19.0,Mission,1984,330,BURGLARY FROM VEHICLE,0344,49.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,KESTER,PARTHENIA,"(34.2282, -118.4575)"
668,151522195,11/23/2015,11/14/2015,1000,,N Hollywood,1599,354,THEFT OF IDENTITY,1822,42.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,7000    WOODROW WILSON               DR,,"(34.124, -118.347)"
669,151522196,11/23/2015,11/20/2015,2300,,N Hollywood,1555,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,22.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,420.0,,,,11200    HUSTON                       ST,,"(34.16, -118.3746)"
670,151522197,11/23/2015,11/12/2015,1200,,N Hollywood,1546,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,11400    RIVERSIDE                    DR,,"(34.1629, -118.3848)"
671,151522198,11/23/2015,11/23/2015,630,,N Hollywood,1503,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,32.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,12100    SHERMAN                      WY,,"(34.2006, -118.3965)"
672,151522199,11/23/2015,11/10/2015,1200,,N Hollywood,1523,354,THEFT OF IDENTITY,1822,32.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6100    BLUEBELL                     AV,,"(34.1817, -118.4105)"
673,151522200,11/23/2015,10/15/2015,1200,,N Hollywood,1526,354,THEFT OF IDENTITY,1822,69.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6200    LANKERSHIM                   BL,,"(34.1831, -118.3856)"
674,151522201,11/22/2015,11/18/2015,1200,,N Hollywood,1539,354,THEFT OF IDENTITY,0924 1822,67.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5600    AUCKLAND                     AV,,"(34.1722, -118.3604)"
675,151522202,11/23/2015,11/23/2015,1145,,N Hollywood,1538,624,BATTERY - SIMPLE ASSAULT,0416,44.0,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,11000    EMELITA                      ST,,"(34.1767, -118.3703)"
676,151522203,11/23/2015,11/23/2015,1600,,N Hollywood,1539,624,BATTERY - SIMPLE ASSAULT,0448,28.0,M,W,251.0,RECYCLING CENTER,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,5600    VINELAND                     AV,,"(34.1722, -118.3703)"
677,151522204,11/23/2015,11/11/2015,1200,,N Hollywood,1522,354,THEFT OF IDENTITY,1822,28.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,13000    SHERMAN                      WY,,"(34.2012, -118.416)"
678,151522205,11/23/2015,11/21/2015,1300,,N Hollywood,1569,330,BURGLARY FROM VEHICLE,0344 1602,43.0,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,10400    RIVERSIDE                    DR,,"(34.1522, -118.3571)"
